0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,6.553500000000000728e+04
4.166666666666666435e-02,6.553500000000000728e+04
6.250000000000000000e-02,6.553500000000000728e+04
8.333333333333332871e-02,6.553500000000000728e+04
1.041666666666666574e-01,6.553500000000000728e+04
1.250000000000000000e-01,6.553500000000000728e+04
1.458333333333333148e-01,6.553500000000000728e+04
1.666666666666666574e-01,6.553500000000000728e+04
1.875000000000000000e-01,6.553500000000000728e+04
2.083333333333333148e-01,6.553500000000000728e+04
2.291666666666666574e-01,6.553500000000000728e+04
2.500000000000000000e-01,6.553500000000000728e+04
2.708333333333333148e-01,6.553500000000000728e+04
2.916666666666666297e-01,5.935453223079702730e+04
3.125000000000000000e-01,4.599649767428769701e+04
3.333333333333333148e-01,3.467946476007154706e+04
3.541666666666666297e-01,3.522017479452842235e+04
3.750000000000000000e-01,3.113527741862352559e+04
3.958333333333333148e-01,3.328673308220162289e+04
4.166666666666666297e-01,3.279354281633736537e+04
4.375000000000000000e-01,3.057077061613911064e+04
4.583333333333333148e-01,2.637702835088452412e+04
4.791666666666666297e-01,2.599776256374838340e+04
5.000000000000000000e-01,2.729658985596998900e+04
5.208333333333332593e-01,2.800986231147659055e+04
5.416666666666666297e-01,2.475807292690919712e+04
5.625000000000000000e-01,2.112751067294931272e+04
5.833333333333332593e-01,2.381475972836867732e+04
6.041666666666666297e-01,2.332352163260428279e+04
6.250000000000000000e-01,2.844406126518629389e+04
6.458333333333332593e-01,2.296179242424448239e+04
6.666666666666666297e-01,2.307274988988652331e+04
6.875000000000000000e-01,1.999999999999999636e+04
7.083333333333332593e-01,2.056863146542236063e+04
7.291666666666666297e-01,2.462671738320148870e+04
7.500000000000000000e-01,3.138440215442093904e+04
7.708333333333332593e-01,2.570475927477306323e+04
7.916666666666666297e-01,2.631219192054055384e+04
8.125000000000000000e-01,2.050676631291941521e+04
8.333333333333332593e-01,2.753629493344098591e+04
8.541666666666666297e-01,3.052620095809891063e+04
8.750000000000000000e-01,3.493521481319195300e+04
8.958333333333332593e-01,2.875369895353695028e+04
9.166666666666666297e-01,2.589693976150660455e+04
9.375000000000000000e-01,2.346615533605031305e+04
9.583333333333332593e-01,3.179962757823439097e+04
9.791666666666666297e-01,3.427240316148794227e+04
1.000000000000000000e+00,3.615484377883654088e+04
1.020833333333333259e+00,3.167005492672698892e+04
1.041666666666666519e+00,3.012791799457284651e+04
1.062500000000000000e+00,2.970801095470492146e+04
1.083333333333333259e+00,3.043993232559717217e+04
1.104166666666666519e+00,3.477417416277229495e+04
1.125000000000000000e+00,3.781133216499153787e+04
1.145833333333333259e+00,4.078204072201971576e+04
1.166666666666666519e+00,4.039028753217410122e+04
1.187500000000000000e+00,3.808659223537158687e+04
1.208333333333333259e+00,4.534328550827359868e+04
1.229166666666666519e+00,4.706846240246357047e+04
1.250000000000000000e+00,4.181528394410141482e+04
1.270833333333333259e+00,4.571304301615306758e+04
1.291666666666666519e+00,4.730734050096585270e+04
1.312500000000000000e+00,4.279266959159159160e+04
1.333333333333333259e+00,4.898012506005686737e+04
1.354166666666666519e+00,4.539635677220905927e+04
1.375000000000000000e+00,3.916930352362270060e+04
1.395833333333333259e+00,4.163710738768320880e+04
1.416666666666666519e+00,5.059416864552140032e+04
1.437500000000000000e+00,5.019826342641569499e+04
1.458333333333333259e+00,4.328357742474646511e+04
1.479166666666666519e+00,3.698894681100873277e+04
1.500000000000000000e+00,4.009046988733740727e+04
1.520833333333333259e+00,4.228613668370113010e+04
1.541666666666666519e+00,4.890063057753585599e+04
1.562500000000000000e+00,4.319532570275916078e+04
1.583333333333333259e+00,4.187270752176790120e+04
1.604166666666666519e+00,3.533397223495080834e+04
1.625000000000000000e+00,3.985605090782776097e+04
1.645833333333333259e+00,4.143834384540309111e+04
1.666666666666666519e+00,4.763768207427559537e+04
1.687500000000000000e+00,4.676201119090027350e+04
1.708333333333333259e+00,4.096750393076930050e+04
1.729166666666666519e+00,3.444252979511223384e+04
1.750000000000000000e+00,3.754482970828289399e+04
1.770833333333333259e+00,3.755612954984822136e+04
1.791666666666666519e+00,4.333351538109090325e+04
1.812500000000000000e+00,4.784588131771970075e+04
1.833333333333333259e+00,4.284314094498261693e+04
1.854166666666666519e+00,3.592183444167138805e+04
1.875000000000000000e+00,4.023432284803965740e+04
1.895833333333333259e+00,4.714770398256992485e+04
1.916666666666666519e+00,4.415706459923705552e+04
1.937500000000000000e+00,3.660446843332485878e+04
1.958333333333333259e+00,4.171170720170754794e+04
1.979166666666666519e+00,4.684215080903511989e+04
2.000000000000000000e+00,3.990179856089319946e+04
2.020833333333333037e+00,3.810202724194776965e+04
2.041666666666666519e+00,4.428729832171421003e+04
2.062500000000000000e+00,4.433317377141075121e+04
2.083333333333333037e+00,3.592428401405682234e+04
2.104166666666666519e+00,3.833774961001472548e+04
2.125000000000000000e+00,4.308832463588111568e+04
2.145833333333333037e+00,4.256918882330708584e+04
2.166666666666666519e+00,3.729734177484946122e+04
2.187500000000000000e+00,3.485652185333614034e+04
2.208333333333333037e+00,4.236009588068413723e+04
2.229166666666666519e+00,4.526439387882567098e+04
2.250000000000000000e+00,3.650868737401611725e+04
2.270833333333333037e+00,3.257120096009179179e+04
2.291666666666666519e+00,4.096720110323424160e+04
2.312500000000000000e+00,4.292766653041571408e+04
2.333333333333333037e+00,3.595573076779460098e+04
2.354166666666666519e+00,3.747713630017321702e+04
2.375000000000000000e+00,4.221660553073953633e+04
2.395833333333333037e+00,4.190300143942408613e+04
2.416666666666666519e+00,3.588238263940909383e+04
2.437500000000000000e+00,3.430236718603351619e+04
2.458333333333333037e+00,4.219866249000890821e+04
2.479166666666666519e+00,4.366392306207511865e+04
2.500000000000000000e+00,3.581836952490965632e+04
